Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
118, 100648, 0.70, 65.70, 15.81, 0
118, 100643, 0.55, 37.00, 15.81, 0
119, 100638, 0.80, 42.70, 15.91, 0
119, 100634, 0.80, 42.90, 15.81, 0
120, 100626, 1.35, 33.20, 15.81, 0
121, 100618, 1.05, 54.00, 15.81, 0
121, 100610, 0.70, 42.40, 15.81, 0
123, 100595, 0.90, 43.00, 15.81, 0
124, 100580, 0.85, 54.20, 15.81, 0
125, 100566, 0.90, 43.40, 15.81, 0
125, 100564, 1.00, 48.80, 15.81, 0
125, 100563, 1.10, 46.10, 15.81, 0
125, 100562, 1.15, 45.00, 15.81, 0
128, 100534, 1.00, 37.90, 15.81, 0
129, 100520, 1.00, 45.90, 15.71, 0
129, 100516, 1.15, 43.70, 15.71, 0
130, 100511, 1.15, 45.60, 15.71, 0
130, 100506, 0.90, 35.10, 15.71, 0
131, 100494, 1.00, 28.20, 15.71, 0
132, 100482, 1.55, 45.10, 15.71, 0
133, 100470, 0.90, 53.30, 15.71, 0
134, 100458, 1.45, 34.00, 15.71, 0
137, 100424, 0.85, 35.10, 15.71, 0
137, 100422, 0.95, 41.00, 15.71, 0
138, 100413, 1.15, 32.00, 15.71, 0
139, 100404, 1.40, 42.80, 15.71, 0
139, 100396, 0.75, 24.30, 15.61, 0
140, 100388, 0.90, 32.90, 15.71, 0
141, 100380, 1.15, 38.60, 15.61, 0
141, 100379, 1.00, 40.60, 15.61, 0
141, 100378, 1.60, 44.50, 15.61, 0
141, 100378, 1.35, 38.40, 15.61, 0
142, 100358, 1.00, 30.80, 15.61, 0
144, 100339, 0.85, 27.30, 15.61, 0
146, 100320, 0.70, 21.20, 15.61, 0
146, 100318, 1.05, 42.80, 15.61, 0
147, 100303, 1.00, 63.40, 15.61, 0
148, 100288, 0.70, 30.30, 15.61, 0
150, 100270, 1.10, 35.00, 15.61, 0
151, 100253, 1.05, 34.20, 15.61, 0
153, 100236, 1.10, 24.70, 15.61, 0
153, 100234, 1.05, 29.50, 15.51, 0
153, 100232, 0.95, 10.60, 15.61, 0
153, 100230, 1.05, 20.00, 15.61, 0
155, 100212, 0.95, 23.70, 15.51, 0
156, 100195, 1.10, 21.00, 15.51, 0
157, 100178, 1.45, 34.90, 15.51, 0
159, 100159, 0.75, 18.40, 15.51, 0
161, 100137, 0.95, 17.50, 15.51, 0
163, 100116, 0.85, 17.10, 15.51, 0
164, 100103, 1.05, 38.30, 15.42, 0
165, 100090, 1.00, 24.40, 15.42, 0
166, 100075, 1.05, 22.70, 15.42, 0
167, 100068, 1.20, 357.60, 15.42, 0
167, 100061, 1.15, 17.00, 15.42, 0
168, 100054, 0.95, 23.90, 15.42, 0
168, 100048, 1.35, 35.50, 15.42, 0
170, 100033, 1.10, 38.50, 15.42, 0
171, 100019, 0.90, 13.50, 15.32, 0
172, 100006, 1.20, 13.10, 15.42, 0
173, 99993, 1.00, 3.80, 15.42, 0
174, 99981, 1.00, 8.50, 15.42, 0
175, 99970, 0.90, 21.20, 15.42, 0
175, 99968, 0.75, 23.10, 15.32, 0
175, 99967, 1.00, 22.10, 15.42, 0
175, 99966, 0.70, 29.00, 15.42, 0
176, 99952, 0.50, 38.80, 15.42, 0
177, 99939, 0.60, 28.60, 15.32, 0
179, 99926, 0.75, 2.60, 15.32, 0
180, 99913, 0.95, 7.40, 15.32, 0
181, 99901, 1.10, 4.00, 15.32, 0
182, 99890, 1.00, 5.00, 15.32, 0
182, 99888, 0.85, 18.50, 15.32, 0
182, 99886, 0.70, 8.00, 15.32, 0
182, 99884, 0.70, 5.90, 15.32, 0
184, 99867, 0.75, 10.40, 15.32, 0
185, 99851, 0.70, 357.70, 15.22, 0
186, 99836, 0.90, 5.20, 15.32, 0
187, 99832, 0.85, 7.00, 15.32, 0
187, 99828, 0.85, 7.20, 15.22, 0
187, 99824, 0.80, 18.60, 15.22, 0
188, 99809, 0.70, 14.80, 15.22, 0
190, 99794, 0.60, 16.50, 15.22, 0
191, 99780, 0.75, 10.10, 15.22, 0
191, 99773, 0.80, 0.40, 15.22, 0
192, 99767, 0.80, 353.50, 15.22, 0
192, 99762, 0.55, 355.70, 15.22, 0
193, 99751, 0.65, 12.50, 15.22, 0
194, 99740, 0.65, 41.00, 15.12, 0
195, 99730, 0.65, 24.00, 15.12, 0
197, 99712, 0.65, 23.30, 15.12, 0
198, 99695, 0.65, 11.60, 15.22, 0
200, 99678, 0.80, 0.10, 15.12, 0
200, 99674, 0.65, 18.80, 15.12, 0
200, 99672, 0.70, 15.60, 15.02, 0
201, 99659, 0.70, 11.00, 15.12, 0
202, 99647, 0.60, 1.50, 15.12, 0
203, 99636, 0.70, 1.90, 15.02, 0
204, 99621, 0.85, 6.90, 15.02, 0
206, 99606, 0.95, 14.60, 15.02, 0
207, 99592, 1.00, 27.20, 15.02, 0
207, 99583, 0.95, 17.10, 15.12, 0
208, 99575, 0.80, 347.00, 15.12, 0
209, 99568, 0.65, 350.50, 15.02, 0
209, 99561, 0.85, 1.50, 15.02, 0
210, 99554, 0.85, 8.00, 15.02, 0
210, 99548, 0.85, 13.70, 15.02, 0
211, 99536, 0.95, 16.00, 15.02, 0
212, 99525, 1.10, 12.70, 14.92, 0
213, 99514, 0.95, 9.00, 14.92, 0
215, 99496, 1.20, 1.90, 14.92, 0
216, 99479, 1.05, 354.80, 14.92, 0
218, 99462, 0.85, 358.60, 14.92, 0
218, 99460, 0.85, 358.30, 15.02, 0
218, 99458, 0.40, 51.70, 14.92, 0
218, 99456, 0.40, 359.90, 14.92, 0
219, 99441, 0.50, 2.80, 14.92, 0
221, 99426, 0.60, 353.20, 14.92, 0
222, 99412, 0.50, 341.70, 14.92, 0
223, 99395, 0.40, 347.10, 14.92, 0
225, 99379, 0.50, 350.40, 14.92, 0
226, 99364, 0.65, 340.70, 14.92, 0
226, 99363, 0.70, 347.40, 14.82, 0
226, 99362, 0.80, 350.40, 14.82, 0
226, 99362, 0.85, 355.40, 14.82, 0
228, 99342, 0.70, 6.10, 14.82, 0
229, 99323, 0.65, 4.90, 14.82, 0
231, 99304, 0.65, 5.40, 14.82, 0
232, 99298, 0.60, 357.10, 14.82, 0
232, 99293, 0.75, 326.60, 14.82, 0
232, 99288, 0.80, 327.50, 14.82, 0
233, 99275, 0.80, 330.70, 14.82, 0
234, 99263, 0.75, 332.80, 14.82, 0
235, 99252, 0.75, 348.00, 14.82, 0
236, 99241, 0.85, 357.60, 14.72, 0
237, 99231, 0.95, 2.80, 14.72, 0
238, 99222, 0.95, 354.80, 14.63, 0
239, 99207, 0.90, 339.30, 14.72, 0
241, 99191, 0.55, 313.20, 14.72, 0
242, 99176, 0.65, 328.20, 14.72, 0
242, 99169, 0.65, 336.90, 14.72, 0
243, 99163, 0.60, 337.30, 14.72, 0
243, 99158, 0.70, 344.60, 14.72, 0
245, 99143, 0.65, 327.50, 14.72, 0
246, 99128, 0.90, 338.50, 14.72, 0
247, 99114, 0.95, 328.10, 14.72, 0
247, 99113, 0.95, 323.00, 14.63, 0
247, 99112, 1.00, 341.60, 14.63, 0
247, 99112, 0.50, 330.20, 14.63, 0
248, 99098, 0.45, 328.40, 14.72, 0
250, 99085, 0.60, 340.30, 14.72, 0
251, 99072, 0.60, 339.60, 14.63, 0
252, 99055, 0.80, 339.40, 14.63, 0
253, 99039, 0.80, 338.20, 14.63, 0
255, 99024, 0.80, 338.10, 14.63, 0
255, 99019, 0.90, 331.70, 14.63, 0
256, 99014, 0.75, 325.00, 14.63, 0
256, 99010, 0.75, 317.30, 14.63, 0
257, 98996, 0.80, 315.50, 14.63, 0
258, 98983, 0.75, 312.10, 14.53, 0
259, 98970, 0.85, 331.10, 14.53, 0
260, 98962, 0.85, 325.70, 14.63, 0
261, 98955, 0.85, 330.10, 14.53, 0
261, 98948, 0.90, 341.40, 14.53, 0
263, 98930, 0.85, 337.20, 14.53, 0
264, 98913, 0.90, 343.30, 14.53, 0
266, 98896, 0.85, 335.70, 14.53, 0
266, 98890, 0.90, 313.50, 14.53, 0
267, 98884, 0.85, 289.70, 14.53, 0
267, 98878, 0.70, 279.20, 14.43, 0
268, 98869, 0.65, 307.60, 14.43, 0
268, 98861, 0.75, 338.10, 14.43, 0
269, 98854, 0.65, 334.00, 14.43, 0
270, 98842, 0.70, 345.40, 14.43, 0
271, 98835, 0.60, 349.30, 14.43, 0
271, 98828, 0.65, 344.10, 14.43, 0
277, 98762, 0.80, 309.80, 14.33, 0
277, 98761, 0.65, 315.50, 14.33, 0
277, 98760, 0.75, 318.50, 14.43, 0
279, 98742, 0.70, 315.10, 14.33, 0
280, 98724, 0.50, 309.60, 14.33, 0
282, 98706, 0.70, 308.40, 14.33, 0
282, 98703, 0.70, 309.00, 14.33, 0
282, 98700, 0.90, 322.40, 14.33, 0
282, 98698, 0.90, 329.70, 14.33, 0
283, 98685, 0.80, 337.30, 14.33, 0
285, 98672, 0.80, 41.00, 14.33, 0
286, 98660, 0.85, 311.70, 14.33, 0
286, 98651, 0.80, 306.40, 14.33, 0
287, 98642, 0.75, 301.00, 14.33, 0
288, 98634, 0.60, 320.10, 14.33, 0
289, 98620, 0.55, 331.80, 14.33, 0
290, 98607, 0.55, 317.60, 14.23, 0
291, 98594, 0.50, 347.00, 14.23, 0
292, 98585, 0.60, 322.00, 14.33, 0
293, 98577, 0.40, 315.00, 14.33, 0
293, 98570, 0.70, 345.40, 14.33, 0
295, 98550, 0.65, 333.10, 14.23, 0
297, 98530, 0.70, 342.10, 14.23, 0
298, 98510, 0.70, 325.40, 14.23, 0
300, 98493, 0.70, 326.50, 14.23, 0
301, 98474, 0.70, 340.90, 14.23, 0
303, 98456, 0.80, 337.10, 14.23, 0
304, 98446, 0.80, 339.90, 14.23, 0
305, 98437, 0.80, 341.70, 14.23, 0
305, 98428, 0.80, 318.80, 14.14, 0
306, 98415, 0.80, 339.30, 14.23, 0
308, 98402, 0.85, 333.90, 14.14, 0
309, 98390, 0.70, 338.90, 14.14, 0
309, 98382, 0.75, 339.50, 14.14, 0
310, 98375, 0.70, 315.90, 14.14, 0
310, 98368, 0.65, 332.40, 14.14, 0
311, 98358, 0.65, 324.60, 14.14, 0
312, 98348, 0.60, 328.50, 14.14, 0
313, 98338, 0.55, 0.30, 14.14, 0
314, 98326, 0.55, 352.30, 14.14, 0
315, 98315, 0.55, 354.90, 14.04, 0
316, 98304, 0.60, 356.10, 13.94, 0
317, 98291, 0.55, 333.50, 14.04, 0
318, 98278, 0.50, 336.60, 14.04, 0
319, 98266, 0.55, 327.00, 14.04, 0
321, 98249, 0.50, 312.70, 14.04, 0
322, 98232, 0.40, 351.20, 14.04, 0
323, 98216, 0.40, 335.70, 14.04, 0
324, 98211, 0.45, 329.40, 14.04, 0
324, 98207, 0.50, 354.80, 14.04, 0
324, 98204, 0.50, 358.00, 14.04, 0
326, 98186, 0.55, 5.20, 14.04, 0
327, 98169, 0.50, 316.10, 14.04, 0
329, 98152, 0.45, 306.50, 14.04, 0
329, 98150, 0.35, 336.50, 14.04, 0
329, 98148, 0.25, 272.80, 14.04, 0
329, 98146, 0.10, 12.60, 14.04, 0
330, 98135, 0.15, 53.50, 14.04, 0
331, 98124, 0.20, 11.60, 14.04, 0
332, 98114, 0.45, 23.00, 14.04, 0
334, 98093, 0.45, 23.60, 13.94, 0
336, 98072, 0.20, 45.90, 13.94, 0
337, 98052, 0.30, 32.20, 13.94, 0
338, 98049, 0.25, 9.50, 13.94, 0
338, 98046, 0.15, 327.10, 13.94, 0
338, 98044, 0.30, 35.80, 13.94, 0
340, 98026, 0.30, 39.90, 13.94, 0
341, 98008, 0.50, 34.90, 13.94, 0
343, 97990, 0.40, 16.00, 13.94, 0
344, 97978, 0.40, 2.30, 13.94, 0
345, 97967, 0.20, 10.80, 13.94, 0
346, 97956, 0.10, 281.30, 13.94, 0
346, 97952, 0.05, 74.70, 13.85, 0
346, 97948, 0.15, 56.30, 13.85, 0
347, 97944, 0.30, 62.40, 13.85, 0
348, 97932, 0.55, 69.70, 13.94, 0
349, 97921, 0.60, 78.20, 13.94, 0
350, 97910, 0.45, 66.70, 13.94, 0
351, 97893, 0.30, 71.40, 13.85, 0
352, 97876, 0.10, 109.00, 13.85, 0
354, 97860, 0.50, 59.90, 13.94, 0
354, 97856, 0.40, 59.00, 13.85, 0
354, 97853, 0.40, 63.40, 13.85, 0
355, 97850, 0.60, 61.70, 13.94, 0
356, 97828, 0.55, 70.90, 13.85, 0
358, 97807, 0.50, 70.90, 13.85, 0
360, 97786, 0.45, 77.90, 13.85, 0
360, 97784, 0.25, 89.20, 13.85, 0
360, 97783, 0.25, 77.60, 13.85, 0
360, 97782, 0.25, 95.40, 13.85, 0
362, 97761, 0.20, 61.80, 13.85, 0
364, 97741, 0.45, 38.20, 13.85, 0
366, 97722, 0.35, 45.90, 13.85, 0
366, 97719, 0.45, 53.10, 13.85, 0
366, 97716, 0.40, 73.10, 13.85, 0
366, 97714, 0.35, 87.80, 13.85, 0
367, 97700, 0.25, 51.80, 13.85, 0
369, 97687, 0.35, 49.50, 13.85, 0
370, 97674, 0.35, 46.80, 13.85, 0
370, 97666, 0.55, 56.10, 13.85, 0
371, 97659, 0.40, 58.50, 13.85, 0
372, 97652, 0.50, 56.80, 13.75, 0
373, 97633, 0.45, 65.50, 13.75, 0
375, 97614, 0.40, 50.50, 13.85, 0
376, 97596, 0.35, 41.40, 13.85, 0
377, 97593, 0.30, 90.00, 13.75, 0
377, 97590, 0.45, 62.20, 13.75, 0
377, 97588, 0.55, 70.30, 13.75, 0
378, 97573, 0.50, 78.10, 13.75, 0
380, 97558, 0.40, 68.80, 13.75, 0
381, 97544, 0.40, 60.80, 13.75, 0
381, 97537, 0.25, 52.90, 13.75, 0
382, 97530, 0.30, 41.70, 13.75, 0
383, 97524, 0.40, 102.00, 13.65, 0
383, 97514, 0.55, 86.80, 13.75, 0
384, 97504, 0.65, 91.60, 13.75, 0
385, 97494, 0.55, 89.90, 13.65, 0
387, 97475, 0.50, 61.50, 13.65, 0
388, 97456, 0.35, 70.00, 13.65, 0
390, 97438, 0.45, 56.50, 13.75, 0
391, 97425, 0.60, 69.90, 13.65, 0
392, 97412, 0.65, 71.70, 13.65, 0
393, 97400, 0.70, 59.70, 13.55, 0
394, 97386, 0.60, 51.10, 13.55, 0
396, 97372, 0.60, 52.20, 13.65, 0
397, 97358, 0.60, 56.00, 13.65, 0
397, 97355, 0.55, 71.60, 13.65, 0
397, 97353, 0.65, 106.50, 13.55, 0
397, 97352, 0.50, 95.80, 13.55, 0
398, 97339, 0.35, 108.60, 13.55, 0
400, 97326, 0.55, 69.50, 13.55, 0
401, 97314, 0.45, 75.70, 13.55, 0
401, 97308, 0.45, 70.40, 13.55, 0
402, 97302, 0.65, 74.00, 13.55, 0
402, 97296, 0.60, 92.70, 13.55, 0
403, 97284, 0.55, 95.00, 13.55, 0
404, 97273, 0.65, 112.70, 13.55, 0
405, 97262, 0.25, 98.90, 13.55, 0
406, 97252, 0.40, 58.30, 13.55, 0
407, 97243, 0.35, 76.50, 13.55, 0
407, 97234, 0.50, 83.80, 13.46, 0
408, 97223, 0.75, 70.10, 13.46, 0
409, 97213, 0.75, 93.80, 13.46, 0
410, 97204, 0.70, 82.20, 13.46, 0
411, 97194, 0.50, 86.40, 13.46, 0
412, 97184, 0.30, 103.80, 13.46, 0
413, 97174, 0.30, 95.10, 13.46, 0
413, 97168, 0.40, 104.20, 13.46, 0
414, 97163, 0.50, 92.30, 13.46, 0
414, 97158, 0.65, 86.60, 13.46, 0
416, 97139, 0.60, 95.40, 13.36, 0
417, 97118, 0.45, 69.40, 13.46, 0
419, 97098, 0.45, 74.80, 13.46, 0
420, 97093, 0.75, 108.60, 13.46, 0
420, 97084, 0.70, 102.80, 13.46, 0
421, 97076, 0.65, 114.50, 13.36, 0
424, 97042, 0.50, 104.00, 13.36, 0
425, 97026, 0.50, 115.90, 13.36, 0
427, 97010, 0.75, 126.90, 13.36, 0
428, 97000, 0.65, 124.60, 13.26, 0
429, 96984, 0.60, 118.70, 13.26, 0
430, 96968, 0.40, 119.60, 13.36, 0
432, 96952, 0.45, 116.70, 13.36, 0
432, 96946, 0.70, 143.60, 13.26, 0
433, 96936, 0.70, 41.00, 13.26, 0
434, 96926, 0.60, 120.20, 13.26, 0
435, 96909, 0.55, 134.30, 13.26, 0
437, 96893, 0.65, 110.60, 13.26, 0
438, 96878, 0.55, 126.50, 13.26, 0
438, 96875, 0.75, 132.50, 13.26, 0
438, 96873, 0.65, 115.20, 13.26, 0
439, 96872, 0.55, 139.00, 13.26, 0
440, 96858, 0.60, 126.70, 13.17, 0
441, 96844, 0.70, 125.90, 13.17, 0
442, 96830, 0.65, 127.90, 13.26, 0
442, 96829, 0.80, 127.70, 13.26, 0
442, 96828, 0.80, 136.70, 13.17, 0
442, 96828, 0.70, 137.90, 13.17, 0
443, 96817, 0.75, 145.40, 13.26, 0
444, 96806, 0.90, 149.80, 13.17, 0
445, 96796, 0.50, 148.30, 13.17, 0
446, 96791, 0.65, 154.90, 13.26, 0
446, 96786, 0.65, 151.60, 13.17, 0
446, 96782, 0.90, 146.30, 13.17, 0
450, 96737, 0.70, 143.80, 13.17, 0
452, 96718, 0.65, 127.40, 13.17, 0
453, 96700, 0.70, 137.20, 13.17, 0
454, 96689, 0.80, 166.20, 13.17, 0
456, 96671, 0.85, 158.80, 13.17, 0
457, 96654, 0.85, 166.70, 13.17, 0
458, 96646, 0.75, 157.10, 13.17, 0
460, 96627, 0.75, 181.10, 13.17, 0
461, 96608, 0.45, 150.60, 13.17, 0
462, 96605, 1.05, 165.40, 13.17, 0
463, 96594, 0.75, 175.10, 13.17, 0
464, 96584, 0.85, 160.90, 13.07, 0
465, 96568, 0.80, 192.00, 13.07, 0
466, 96553, 0.70, 172.60, 13.07, 0
467, 96538, 0.95, 162.60, 13.07, 0
468, 96537, 0.75, 160.30, 13.07, 0
469, 96520, 0.65, 167.70, 13.07, 0
470, 96504, 0.75, 179.10, 13.07, 0
471, 96493, 0.90, 149.70, 13.07, 0
472, 96483, 0.90, 160.60, 13.07, 0
473, 96474, 0.75, 163.20, 13.07, 0
476, 96438, 0.90, 171.10, 12.98, 0
476, 96437, 0.85, 171.50, 12.98, 0
476, 96436, 1.00, 155.40, 12.98, 0
477, 96426, 0.90, 170.60, 13.07, 0
478, 96418, 0.60, 178.20, 13.07, 0
479, 96410, 0.70, 176.10, 12.98, 0
479, 96400, 0.75, 196.50, 12.98, 0
480, 96390, 0.70, 186.30, 12.98, 0
481, 96380, 0.85, 181.20, 12.98, 0
481, 96376, 0.70, 41.00, 12.98, 0
482, 96373, 0.90, 160.00, 12.98, 0
482, 96370, 0.85, 168.10, 12.98, 0
483, 96355, 0.80, 181.90, 12.98, 0
485, 96340, 0.90, 177.30, 12.98, 0
486, 96326, 0.90, 212.40, 12.98, 0
486, 96324, 0.85, 164.10, 12.88, 0
487, 96315, 0.70, 179.90, 12.98, 0
488, 96306, 0.70, 175.20, 12.88, 0
489, 96294, 0.60, 187.30, 12.88, 0
490, 96283, 0.80, 200.80, 12.88, 0
491, 96272, 0.90, 185.70, 12.88, 0
491, 96260, 0.80, 177.30, 12.88, 0
492, 96249, 0.85, 167.40, 12.88, 0
493, 96238, 0.75, 181.60, 12.88, 0
494, 96227, 0.75, 183.90, 12.88, 0
495, 96216, 0.85, 171.00, 12.88, 0
496, 96206, 0.90, 175.70, 12.88, 0
497, 96197, 0.90, 180.50, 12.78, 0
498, 96185, 0.85, 176.10, 12.88, 0
499, 96174, 1.15, 180.40, 12.78, 0
499, 96172, 1.10, 166.60, 12.78, 0
499, 96170, 1.20, 166.60, 12.78, 0
500, 96168, 1.05, 173.90, 12.78, 0
500, 96159, 0.75, 189.10, 12.78, 0
501, 96150, 1.15, 178.90, 12.78, 0
502, 96142, 0.90, 180.20, 12.78, 0
502, 96139, 0.65, 180.20, 12.78, 0
502, 96136, 0.65, 168.20, 12.78, 0
502, 96134, 0.70, 165.80, 12.78, 0
503, 96127, 0.80, 181.30, 12.78, 0
504, 96120, 0.85, 183.20, 12.78, 0
504, 96114, 0.80, 194.80, 12.78, 0
505, 96109, 1.05, 187.10, 12.78, 0
505, 96104, 0.80, 185.10, 12.78, 0
505, 96100, 0.85, 204.30, 12.78, 0
507, 96086, 0.90, 196.10, 12.69, 0
