Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
138, 100250, 3.05, 248.10, 21.00, 0
138, 100244, 2.50, 240.90, 20.89, 0
140, 100227, 2.60, 253.50, 20.89, 0
141, 100211, 2.95, 252.70, 20.78, 0
142, 100196, 2.50, 238.60, 20.68, 0
144, 100178, 2.35, 253.30, 20.68, 0
145, 100160, 2.95, 253.10, 20.89, 0
147, 100142, 2.75, 247.60, 20.89, 0
148, 100129, 2.85, 258.60, 20.78, 0
149, 100117, 2.80, 251.60, 20.78, 0
150, 100106, 2.70, 248.60, 20.78, 0
150, 100102, 3.10, 265.50, 20.68, 0
151, 100099, 2.40, 261.10, 20.78, 0
151, 100096, 2.15, 249.50, 20.68, 0
152, 100075, 2.60, 258.20, 20.68, 0
154, 100055, 2.90, 255.90, 20.57, 0
156, 100036, 2.70, 253.90, 20.68, 0
157, 100018, 3.10, 254.30, 20.57, 0
159, 100001, 2.70, 249.70, 20.68, 0
160, 99984, 2.65, 245.00, 20.68, 0
161, 99979, 2.65, 262.80, 20.68, 0
161, 99975, 2.60, 261.80, 20.68, 0
161, 99972, 2.35, 258.80, 20.68, 0
163, 99955, 2.90, 264.20, 20.68, 0
164, 99938, 2.95, 257.80, 20.57, 0
165, 99922, 2.25, 254.30, 20.68, 0
166, 99912, 3.05, 265.80, 20.57, 0
167, 99903, 2.95, 252.60, 20.46, 0
168, 99894, 2.40, 260.30, 20.46, 0
171, 99859, 2.80, 254.90, 20.46, 0
172, 99842, 2.25, 250.10, 20.46, 0
174, 99823, 2.90, 264.30, 20.57, 0
175, 99804, 3.20, 265.20, 20.46, 0
177, 99786, 2.65, 263.00, 20.57, 0
178, 99768, 3.05, 258.50, 20.46, 0
180, 99751, 2.75, 253.10, 20.46, 0
181, 99734, 2.35, 254.00, 20.57, 0
182, 99719, 3.15, 257.40, 20.46, 0
184, 99705, 3.05, 255.60, 20.35, 0
185, 99692, 2.45, 255.70, 20.35, 0
190, 99633, 2.75, 246.90, 20.46, 0
192, 99604, 2.65, 256.70, 20.46, 0
195, 99573, 3.15, 248.40, 20.46, 0
197, 99542, 2.60, 232.40, 20.25, 0
200, 99512, 2.00, 228.30, 20.25, 0
202, 99484, 3.10, 231.80, 20.25, 0
205, 99457, 2.70, 225.80, 20.14, 0
207, 99430, 2.30, 222.00, 20.25, 0
210, 99398, 3.00, 231.00, 20.25, 0
212, 99367, 2.85, 232.80, 20.14, 0
215, 99336, 2.40, 248.70, 20.14, 0
217, 99311, 2.95, 247.60, 20.14, 0
219, 99286, 2.35, 235.40, 20.03, 0
221, 99262, 2.85, 232.80, 20.14, 0
224, 99231, 3.30, 229.10, 20.03, 0
226, 99200, 2.70, 227.10, 20.14, 0
229, 99170, 2.75, 240.90, 20.14, 0
231, 99149, 2.60, 240.70, 20.03, 0
232, 99128, 2.55, 241.30, 20.14, 0
234, 99108, 2.80, 235.20, 20.03, 0
236, 99082, 3.35, 226.10, 20.03, 0
238, 99057, 3.30, 230.20, 20.14, 0
241, 99032, 3.05, 232.60, 20.14, 0
243, 99000, 3.05, 234.90, 20.14, 0
246, 98968, 3.15, 237.00, 20.14, 0
249, 98936, 3.00, 235.80, 20.14, 0
251, 98904, 3.45, 242.30, 20.14, 0
254, 98874, 3.70, 229.90, 20.03, 0
256, 98844, 2.50, 227.70, 20.03, 0
260, 98807, 2.80, 225.00, 19.93, 0
263, 98769, 2.60, 219.00, 19.82, 0
266, 98732, 2.40, 229.10, 19.82, 0
270, 98689, 2.55, 232.40, 19.82, 0
273, 98646, 2.85, 229.10, 19.61, 0
277, 98604, 2.95, 229.80, 19.71, 0
281, 98560, 3.10, 230.30, 19.71, 0
284, 98517, 2.80, 232.20, 19.50, 0
288, 98474, 2.30, 232.00, 19.61, 0
292, 98426, 3.10, 236.90, 19.61, 0
296, 98379, 2.85, 232.60, 19.61, 0
300, 98332, 2.55, 238.30, 19.61, 0
303, 98302, 3.60, 234.80, 19.50, 0
305, 98273, 2.95, 233.70, 19.50, 0
308, 98244, 2.55, 238.20, 19.61, 0
310, 98209, 2.75, 237.90, 19.71, 0
313, 98174, 2.30, 236.90, 19.50, 0
316, 98140, 2.95, 244.70, 19.40, 0
319, 98104, 3.25, 237.00, 19.40, 0
322, 98069, 3.00, 220.20, 19.29, 0
325, 98034, 3.20, 220.20, 19.19, 0
329, 97992, 3.15, 223.50, 19.29, 0
332, 97951, 2.95, 241.00, 19.29, 0
336, 97910, 2.90, 241.50, 19.19, 0
340, 97865, 2.75, 234.70, 19.19, 0
344, 97821, 2.70, 245.00, 19.19, 0
347, 97778, 3.15, 247.60, 19.19, 0
349, 97753, 3.20, 260.00, 19.19, 0
352, 97728, 3.00, 258.60, 19.19, 0
354, 97704, 3.20, 251.20, 19.19, 0
358, 97657, 2.70, 258.90, 19.08, 0
362, 97610, 2.35, 248.60, 18.87, 0
366, 97564, 2.85, 249.30, 18.87, 0
368, 97540, 2.35, 255.60, 18.87, 0
370, 97516, 2.50, 251.00, 18.87, 0
372, 97492, 2.75, 255.00, 18.98, 0
374, 97461, 2.20, 257.40, 18.98, 0
377, 97431, 2.35, 246.60, 18.87, 0
380, 97402, 2.60, 255.60, 18.87, 0
382, 97370, 2.35, 258.80, 18.77, 0
385, 97338, 2.35, 252.20, 18.66, 0
388, 97306, 2.30, 262.40, 18.56, 0
390, 97283, 1.90, 275.50, 18.56, 0
392, 97260, 2.05, 278.60, 18.56, 0
394, 97238, 2.35, 256.00, 18.56, 0
396, 97209, 2.20, 263.20, 18.46, 0
399, 97180, 2.50, 257.80, 18.46, 0
401, 97152, 2.50, 262.10, 18.46, 0
403, 97132, 2.40, 272.00, 18.46, 0
405, 97112, 2.25, 278.20, 18.56, 0
406, 97092, 1.90, 268.00, 18.56, 0
408, 97073, 1.65, 254.50, 18.66, 0
409, 97054, 2.15, 260.80, 18.46, 0
411, 97036, 2.30, 256.60, 18.25, 0
413, 97007, 2.15, 41.00, 18.25, 0
416, 96979, 2.40, 253.40, 18.15, 0
418, 96952, 1.80, 260.00, 18.15, 0
419, 96942, 1.40, 245.30, 18.04, 0
420, 96933, 1.75, 258.70, 18.04, 0
421, 96924, 1.85, 256.60, 18.04, 0
423, 96896, 1.85, 255.10, 18.15, 0
426, 96868, 2.10, 267.90, 18.15, 0
428, 96840, 1.75, 257.70, 18.15, 0
429, 96833, 1.65, 259.40, 18.04, 0
429, 96826, 1.75, 269.90, 18.15, 0
430, 96820, 1.15, 256.00, 18.25, 0
431, 96810, 1.25, 254.90, 18.15, 0
431, 96800, 1.20, 236.70, 18.04, 0
432, 96790, 1.05, 244.90, 18.15, 0
434, 96764, 1.45, 262.20, 18.15, 0
437, 96739, 1.20, 275.20, 18.15, 0
439, 96714, 1.50, 271.50, 18.04, 0
439, 96708, 1.65, 273.60, 18.04, 0
440, 96703, 1.15, 276.20, 18.04, 0
440, 96698, 0.80, 260.80, 18.04, 0
441, 96689, 1.25, 289.70, 18.04, 0
442, 96680, 1.05, 278.80, 17.94, 0
442, 96672, 1.00, 260.40, 17.94, 0
444, 96658, 1.45, 283.20, 17.94, 0
445, 96645, 1.40, 275.40, 17.94, 0
446, 96632, 1.20, 277.30, 17.84, 0
447, 96616, 1.35, 293.90, 17.94, 0
449, 96600, 0.95, 292.80, 17.94, 0
450, 96584, 1.15, 285.00, 17.84, 0
452, 96561, 1.60, 291.60, 17.94, 0
454, 96538, 1.90, 279.60, 17.84, 0
456, 96516, 1.50, 286.30, 17.84, 0
457, 96497, 1.75, 296.10, 17.94, 0
459, 96479, 1.70, 285.80, 17.84, 0
461, 96462, 1.70, 284.70, 17.84, 0
463, 96439, 1.60, 282.10, 17.84, 0
465, 96416, 1.65, 268.00, 17.73, 0
466, 96394, 1.05, 277.00, 17.84, 0
468, 96378, 0.95, 273.50, 17.94, 0
469, 96363, 1.50, 259.90, 17.84, 0
470, 96348, 0.90, 271.10, 17.63, 0
472, 96327, 1.05, 240.40, 17.63, 0
474, 96306, 1.45, 268.90, 17.84, 0
476, 96286, 0.85, 244.30, 17.84, 0
477, 96274, 1.25, 229.80, 17.73, 0
478, 96263, 1.25, 238.20, 17.63, 0
479, 96252, 1.35, 230.40, 17.53, 0
480, 96236, 1.60, 226.50, 17.53, 0
481, 96221, 1.40, 246.80, 17.53, 0
483, 96206, 1.40, 247.10, 17.63, 0
484, 96191, 1.50, 212.90, 17.73, 0
485, 96176, 1.85, 221.00, 17.63, 0
487, 96162, 2.05, 225.00, 17.53, 0
487, 96153, 2.10, 219.50, 17.53, 0
488, 96144, 1.50, 244.10, 17.53, 0
489, 96136, 1.50, 239.00, 17.53, 0
490, 96121, 1.55, 207.50, 17.53, 0
491, 96106, 1.50, 227.80, 17.43, 0
493, 96092, 1.80, 203.80, 17.43, 0
493, 96089, 1.50, 188.60, 17.22, 0
495, 96067, 1.75, 197.20, 17.33, 0
497, 96046, 1.80, 178.90, 17.43, 0
497, 96043, 0.85, 183.10, 17.33, 0
497, 96040, 1.45, 217.10, 17.33, 0
497, 96038, 1.15, 199.90, 17.33, 0
498, 96036, 1.50, 146.20, 17.22, 0
498, 96034, 1.80, 200.30, 17.33, 0
498, 96032, 1.95, 184.50, 17.33, 0
498, 96029, 2.60, 161.20, 17.43, 0
498, 96026, 2.50, 159.70, 17.53, 0
499, 96017, 2.40, 171.70, 17.43, 0
500, 96008, 1.90, 176.90, 17.53, 0
501, 96000, 2.75, 178.80, 17.53, 0
501, 95996, 3.10, 212.80, 17.43, 0
501, 95993, 2.50, 204.80, 17.33, 0
501, 95990, 2.45, 207.00, 17.33, 0
502, 95988, 3.00, 218.70, 17.33, 0
503, 95971, 1.50, 267.60, 17.43, 0
505, 95952, 1.15, 231.20, 17.43, 0
506, 95934, 1.65, 244.60, 17.43, 0
507, 95925, 1.20, 267.20, 17.22, 0
508, 95916, 1.05, 245.10, 17.22, 0
509, 95908, 1.25, 242.30, 17.33, 0
510, 95895, 1.25, 256.20, 17.43, 0
511, 95883, 1.65, 227.80, 17.33, 0
512, 95872, 1.95, 233.20, 17.22, 0
513, 95856, 1.75, 246.70, 17.22, 0
514, 95841, 1.55, 219.30, 17.33, 0
516, 95826, 1.05, 241.60, 17.22, 0
518, 95801, 1.00, 254.10, 17.12, 0
520, 95776, 1.00, 230.00, 17.12, 0
522, 95752, 0.95, 245.00, 17.12, 0
523, 95739, 0.85, 256.30, 17.22, 0
524, 95726, 1.75, 226.50, 17.33, 0
526, 95714, 1.30, 217.70, 17.33, 0
527, 95695, 0.85, 198.90, 17.22, 0
529, 95676, 1.80, 205.30, 17.12, 0
530, 95658, 1.45, 210.20, 17.22, 0
531, 95646, 1.60, 220.30, 17.22, 0
532, 95635, 1.85, 219.30, 17.12, 0
533, 95624, 1.10, 193.90, 17.02, 0
535, 95606, 1.50, 186.70, 17.02, 0
536, 95589, 1.45, 203.30, 17.02, 0
538, 95572, 0.80, 215.50, 17.12, 0
539, 95555, 0.95, 190.40, 17.02, 0
541, 95538, 1.05, 194.30, 16.92, 0
542, 95522, 0.55, 143.10, 16.92, 0
543, 95510, 0.80, 156.10, 16.82, 0
544, 95498, 0.80, 151.70, 16.82, 0
545, 95486, 0.90, 169.50, 16.92, 0
547, 95465, 1.25, 180.40, 16.92, 0
549, 95444, 0.35, 169.60, 16.92, 0
551, 95424, 0.80, 190.70, 16.92, 0
551, 95422, 1.35, 187.70, 16.92, 0
551, 95421, 0.50, 244.70, 17.02, 0
551, 95420, 0.40, 216.40, 16.92, 0
553, 95400, 0.55, 204.00, 17.02, 0
555, 95381, 0.35, 212.10, 17.02, 0
556, 95362, 0.30, 192.30, 16.92, 0
557, 95348, 0.45, 200.40, 16.92, 0
559, 95335, 0.45, 169.00, 17.02, 0
560, 95322, 0.75, 177.80, 17.02, 0
561, 95312, 0.05, 180.50, 16.92, 0
561, 95308, 0.55, 150.20, 17.02, 0
562, 95292, 0.60, 141.20, 17.12, 0
564, 95277, 0.45, 133.30, 17.02, 0
565, 95262, 0.90, 167.10, 16.92, 0
565, 95259, 0.05, 275.60, 16.92, 0
566, 95252, 0.30, 245.90, 16.92, 0
566, 95249, 0.05, 41.00, 16.82, 0
566, 95246, 1.50, 278.80, 16.82, 0
567, 95244, 1.50, 308.40, 17.02, 0
567, 95239, 1.55, 273.90, 16.92, 0
567, 95234, 1.55, 41.00, 16.72, 0
568, 95230, 0.80, 308.40, 16.62, 0
568, 95229, 1.30, 325.30, 16.51, 0
568, 95224, 0.35, 187.20, 16.51, 0
569, 95212, 1.75, 250.50, 16.82, 0
572, 95187, 2.20, 277.20, 16.82, 0
574, 95162, 1.90, 260.20, 16.82, 0
575, 95146, 2.00, 259.60, 16.82, 0
576, 95131, 1.25, 239.50, 16.62, 0
578, 95116, 0.65, 185.90, 16.62, 0
580, 95093, 0.60, 255.50, 16.72, 0
582, 95070, 1.15, 269.60, 16.82, 0
584, 95048, 1.80, 271.30, 16.82, 0
587, 95013, 2.30, 260.30, 16.82, 0
590, 94978, 1.95, 249.30, 16.82, 0
593, 94944, 0.70, 202.10, 16.82, 0
596, 94905, 0.30, 308.20, 16.72, 0
600, 94866, 0.95, 313.20, 16.51, 0
603, 94828, 0.95, 293.40, 16.51, 0
605, 94806, 0.50, 262.10, 16.51, 0
607, 94785, 0.90, 256.50, 16.41, 0
609, 94764, 0.95, 205.30, 16.31, 0
611, 94739, 0.65, 193.30, 16.31, 0
613, 94714, 0.90, 160.90, 16.41, 0
615, 94690, 0.90, 151.20, 16.51, 0
617, 94667, 0.70, 127.70, 16.51, 0
619, 94645, 1.40, 81.70, 16.41, 0
621, 94624, 1.15, 74.80, 16.41, 0
622, 94614, 1.10, 73.10, 16.41, 0
623, 94604, 1.75, 69.40, 16.31, 0
624, 94594, 1.70, 78.00, 16.31, 0
624, 94591, 1.70, 74.10, 16.41, 0
624, 94588, 2.00, 64.70, 16.31, 0
624, 94586, 1.25, 109.00, 16.31, 0
626, 94561, 0.70, 246.50, 16.41, 0
629, 94530, 0.70, 252.10, 16.41, 0
630, 94515, 0.10, 331.60, 16.31, 0
632, 94500, 0.75, 96.90, 16.21, 0
633, 94486, 0.95, 91.10, 16.11, 0
634, 94475, 1.55, 85.60, 16.01, 0
635, 94464, 2.60, 76.90, 15.91, 0
636, 94454, 1.90, 67.60, 16.01, 0
636, 94453, 1.90, 71.10, 16.11, 0
636, 94452, 2.05, 94.30, 16.21, 0
636, 94452, 1.65, 95.40, 16.31, 0
636, 94451, 1.75, 93.00, 16.31, 0
636, 94450, 1.95, 110.60, 16.21, 0
636, 94450, 1.85, 104.00, 16.11, 0
636, 94449, 0.35, 291.10, 16.01, 0
637, 94444, 0.25, 266.30, 16.01, 0
638, 94432, 0.40, 232.00, 16.01, 0
639, 94420, 0.30, 202.60, 15.91, 0
640, 94408, 0.25, 204.10, 15.91, 0
641, 94398, 0.30, 41.00, 15.91, 0
642, 94388, 0.45, 204.80, 15.91, 0
643, 94378, 0.30, 222.70, 15.91, 0
644, 94363, 0.60, 286.80, 16.01, 0
645, 94349, 0.60, 289.90, 16.11, 0
646, 94336, 0.70, 311.30, 16.21, 0
647, 94331, 0.55, 305.70, 16.11, 0
647, 94326, 0.55, 295.30, 16.01, 0
647, 94322, 0.55, 281.90, 15.91, 0
648, 94316, 0.20, 4.90, 15.91, 0
648, 94311, 0.90, 32.70, 16.01, 0
649, 94306, 1.35, 6.60, 16.01, 0
649, 94303, 0.70, 29.20, 16.01, 0
649, 94301, 0.70, 29.10, 15.91, 0
649, 94300, 0.70, 356.70, 15.91, 0
650, 94288, 0.60, 345.70, 15.91, 0
652, 94276, 0.55, 9.40, 15.91, 0
653, 94264, 0.55, 0.20, 16.01, 0
653, 94262, 0.50, 326.70, 15.91, 0
653, 94259, 0.55, 330.20, 15.91, 0
653, 94256, 0.85, 337.50, 15.81, 0
653, 94254, 0.60, 330.80, 15.81, 0
655, 94236, 0.40, 338.10, 15.81, 0
657, 94218, 0.45, 357.10, 15.71, 0
658, 94200, 0.30, 352.30, 15.81, 0
659, 94190, 0.45, 331.30, 15.91, 0
660, 94181, 0.75, 11.00, 15.91, 0
661, 94172, 0.60, 352.70, 16.01, 0
661, 94164, 1.00, 357.30, 16.01, 0
662, 94157, 0.95, 14.60, 16.11, 0
663, 94150, 0.25, 302.90, 16.11, 0
664, 94130, 0.55, 325.70, 16.11, 0
666, 94111, 0.45, 317.80, 16.01, 0
668, 94092, 0.60, 299.70, 16.01, 0
668, 94091, 0.65, 315.20, 15.91, 0
668, 94090, 0.65, 348.40, 15.81, 0
668, 94090, 0.80, 7.90, 15.81, 0
669, 94081, 0.95, 348.70, 15.91, 0
669, 94072, 1.70, 346.90, 15.91, 0
670, 94064, 0.25, 335.00, 15.91, 0
671, 94059, 0.50, 32.80, 16.11, 0
671, 94054, 0.65, 13.70, 16.11, 0
671, 94050, 0.50, 15.10, 15.91, 0
672, 94039, 0.50, 21.40, 16.01, 0
673, 94028, 0.40, 33.80, 16.01, 0
674, 94018, 0.65, 55.50, 15.91, 0
678, 93975, 0.55, 31.10, 15.91, 0
679, 93964, 0.55, 22.70, 15.81, 0
680, 93954, 0.80, 2.90, 15.91, 0
681, 93944, 0.90, 11.80, 15.81, 0
682, 93934, 0.80, 29.00, 15.81, 0
683, 93924, 0.65, 29.90, 15.91, 0
684, 93912, 0.70, 22.30, 15.91, 0
685, 93901, 0.90, 25.40, 15.81, 0
686, 93890, 1.25, 16.60, 15.81, 0
687, 93879, 1.25, 6.30, 15.81, 0
687, 93869, 1.20, 6.00, 15.71, 0
688, 93860, 1.05, 16.90, 15.81, 0
690, 93842, 0.80, 22.90, 15.71, 0
691, 93825, 1.20, 12.80, 15.81, 0
693, 93808, 1.25, 6.00, 15.81, 0
693, 93803, 1.25, 17.30, 15.71, 0
694, 93798, 1.50, 21.90, 15.71, 0
694, 93794, 1.40, 20.00, 15.71, 0
695, 93779, 1.40, 27.30, 15.71, 0
697, 93764, 1.75, 29.00, 15.81, 0
698, 93750, 1.80, 33.90, 15.81, 0
698, 93746, 1.45, 24.50, 15.71, 0
699, 93738, 1.25, 22.70, 15.61, 0
700, 93728, 0.75, 12.00, 15.61, 0
701, 93719, 0.85, 29.40, 15.61, 0
702, 93710, 0.90, 24.70, 15.71, 0
703, 93695, 0.95, 27.60, 15.81, 0
704, 93680, 1.55, 40.20, 15.91, 0
705, 93666, 1.05, 32.20, 15.81, 0
706, 93656, 0.65, 33.00, 15.61, 0
707, 93643, 0.75, 61.30, 15.71, 0
709, 93630, 0.70, 39.40, 15.71, 0
709, 93624, 0.70, 33.50, 15.71, 0
710, 93618, 0.60, 52.10, 15.61, 0
710, 93612, 0.55, 44.20, 15.51, 0
712, 93594, 0.75, 40.70, 15.51, 0
713, 93577, 1.15, 29.70, 15.61, 0
715, 93560, 0.75, 11.60, 15.61, 0
716, 93545, 0.95, 73.10, 15.51, 0
717, 93531, 1.50, 35.80, 15.51, 0
719, 93518, 0.80, 39.20, 15.61, 0
719, 93509, 0.55, 45.70, 15.51, 0
720, 93500, 0.95, 16.10, 15.51, 0
721, 93492, 0.85, 14.80, 15.42, 0
723, 93472, 0.90, 52.20, 15.51, 0
724, 93453, 1.45, 21.50, 15.51, 0
726, 93434, 0.80, 36.90, 15.51, 0
727, 93428, 0.80, 30.80, 15.42, 0
727, 93422, 0.65, 339.60, 15.42, 0
728, 93416, 0.60, 4.50, 15.51, 0
729, 93404, 0.75, 18.10, 15.42, 0
730, 93393, 0.50, 10.10, 15.32, 0
731, 93382, 0.70, 53.90, 15.51, 0
731, 93374, 0.55, 41.00, 15.51, 0
732, 93367, 0.55, 24.70, 15.51, 0
733, 93360, 0.65, 42.80, 15.32, 0
735, 93333, 0.85, 347.30, 15.42, 0
736, 93320, 0.90, 2.70, 15.42, 0
737, 93308, 0.95, 2.40, 15.51, 0
738, 93297, 1.10, 9.60, 15.32, 0
739, 93286, 1.35, 20.70, 15.42, 0
741, 93267, 1.10, 5.60, 15.32, 0
743, 93248, 1.35, 13.10, 15.32, 0
744, 93230, 1.10, 8.40, 15.32, 0
745, 93218, 0.95, 350.90, 15.22, 0
746, 93206, 1.40, 351.90, 15.32, 0
747, 93194, 1.45, 349.10, 15.32, 0
748, 93183, 1.40, 340.50, 15.32, 0
749, 93172, 1.35, 324.20, 15.22, 0
750, 93162, 1.05, 316.00, 15.32, 0
751, 93151, 1.15, 305.80, 15.32, 0
752, 93140, 1.30, 305.50, 15.32, 0
753, 93130, 1.35, 297.60, 15.32, 0
754, 93118, 1.25, 312.60, 15.42, 0
755, 93107, 0.70, 348.90, 15.32, 0
756, 93096, 0.75, 318.80, 15.32, 0
757, 93084, 0.80, 306.20, 15.42, 0
758, 93073, 0.80, 331.90, 15.42, 0
759, 93062, 1.00, 316.20, 15.32, 0
760, 93050, 1.50, 309.20, 15.42, 0
761, 93039, 1.50, 41.00, 15.42, 0
762, 93028, 0.95, 333.70, 15.42, 0
763, 93019, 1.10, 322.50, 15.51, 0
764, 93011, 0.50, 339.50, 15.42, 0
764, 93004, 0.75, 338.20, 15.42, 0
766, 92984, 1.00, 328.00, 15.42, 0
768, 92965, 0.65, 320.60, 15.32, 0
769, 92946, 1.10, 328.10, 15.32, 0
770, 92940, 1.15, 327.10, 15.32, 0
771, 92934, 0.95, 329.40, 15.32, 0
771, 92928, 1.05, 308.80, 15.32, 0
772, 92921, 1.30, 289.10, 15.42, 0
772, 92915, 1.20, 311.40, 15.51, 0
773, 92910, 1.05, 297.00, 15.61, 0
773, 92903, 0.80, 296.60, 15.51, 0
774, 92896, 0.25, 255.40, 15.51, 0
774, 92890, 0.50, 292.40, 15.61, 0
775, 92880, 0.75, 317.30, 15.61, 0
776, 92870, 1.20, 334.90, 15.61, 0
777, 92860, 1.30, 292.80, 15.61, 0
777, 92858, 1.80, 288.40, 15.81, 0
778, 92850, 1.65, 286.30, 15.91, 0
779, 92843, 1.60, 297.90, 16.01, 0
779, 92836, 1.70, 301.40, 16.01, 0
780, 92830, 1.85, 289.80, 16.11, 0
780, 92824, 1.75, 287.40, 16.21, 0
781, 92819, 1.25, 256.10, 16.31, 0
781, 92814, 1.50, 285.80, 16.21, 0
782, 92809, 1.45, 299.00, 16.31, 0
782, 92804, 1.50, 291.60, 16.41, 0
783, 92800, 1.45, 299.20, 16.31, 0
783, 92792, 1.50, 304.30, 16.31, 0
784, 92784, 1.60, 290.20, 16.41, 0
785, 92776, 1.60, 294.10, 16.31, 0
785, 92767, 1.50, 294.20, 16.31, 0
786, 92759, 1.75, 282.70, 16.31, 0
787, 92752, 2.00, 288.80, 16.31, 0
788, 92743, 2.00, 293.10, 16.31, 0
788, 92734, 1.95, 286.50, 16.41, 0
789, 92726, 2.00, 291.90, 16.51, 0
790, 92717, 2.80, 301.20, 16.92, 0
791, 92708, 2.50, 304.70, 17.02, 0
791, 92700, 2.40, 303.40, 17.02, 0
792, 92690, 2.55, 306.30, 17.02, 0
793, 92681, 2.95, 304.80, 17.02, 0
794, 92672, 2.75, 309.20, 17.12, 0
794, 92669, 3.10, 320.90, 17.02, 0
795, 92660, 3.00, 306.10, 17.12, 0
796, 92650, 2.80, 309.10, 17.22, 0
797, 92640, 2.85, 316.90, 17.33, 0
798, 92630, 3.00, 308.60, 17.22, 0
