Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
193, 99930, 1.55, 198.30, 17.84, 0
194, 99923, 1.90, 213.30, 17.73, 0
194, 99915, 1.75, 196.50, 17.73, 0
195, 99908, 0.80, 202.20, 17.73, 0
197, 99885, 1.95, 199.20, 17.73, 0
199, 99862, 1.65, 206.50, 17.73, 0
201, 99840, 1.70, 212.20, 17.73, 0
201, 99837, 1.70, 217.30, 17.73, 0
202, 99824, 2.05, 216.30, 17.63, 0
203, 99814, 1.20, 226.90, 17.73, 0
204, 99804, 1.60, 199.50, 17.63, 0
205, 99794, 0.75, 233.10, 17.63, 0
207, 99769, 1.20, 213.00, 17.63, 0
209, 99745, 2.10, 222.90, 17.63, 0
211, 99722, 1.95, 232.80, 17.63, 0
211, 99716, 2.25, 198.20, 17.63, 0
212, 99710, 2.10, 208.10, 17.63, 0
212, 99704, 2.00, 217.50, 17.63, 0
213, 99700, 1.55, 189.90, 17.63, 0
214, 99685, 1.30, 220.10, 17.53, 0
215, 99670, 1.70, 204.50, 17.53, 0
216, 99657, 0.85, 227.90, 17.63, 0
217, 99643, 0.85, 213.30, 17.63, 0
218, 99630, 1.50, 199.40, 17.53, 0
224, 99565, 0.60, 187.90, 17.53, 0
224, 99558, 0.70, 188.70, 17.43, 0
225, 99552, 1.15, 189.40, 17.53, 0
229, 99505, 1.10, 230.70, 17.43, 0
231, 99482, 1.15, 210.50, 17.43, 0
231, 99475, 0.80, 180.80, 17.43, 0
233, 99460, 1.35, 198.30, 17.53, 0
234, 99446, 1.25, 206.00, 17.43, 0
235, 99435, 1.50, 193.20, 17.43, 0
236, 99426, 1.85, 201.20, 17.43, 0
236, 99418, 0.90, 215.30, 17.33, 0
238, 99403, 1.15, 182.60, 17.33, 0
239, 99383, 1.15, 183.90, 17.43, 0
241, 99364, 1.40, 200.70, 17.33, 0
242, 99356, 1.10, 192.70, 17.33, 0
242, 99348, 0.60, 226.20, 17.33, 0
243, 99340, 0.80, 196.20, 17.33, 0
245, 99318, 0.40, 196.50, 17.33, 0
246, 99298, 0.90, 213.50, 17.22, 0
248, 99278, 0.80, 203.60, 17.22, 0
249, 99268, 0.65, 277.40, 17.22, 0
250, 99258, 0.35, 220.50, 17.22, 0
251, 99248, 0.65, 182.70, 17.22, 0
252, 99230, 1.05, 222.60, 17.22, 0
254, 99213, 0.85, 228.90, 17.22, 0
255, 99196, 1.30, 269.20, 17.22, 0
256, 99183, 0.60, 229.20, 17.12, 0
257, 99170, 0.20, 145.00, 17.12, 0
258, 99158, 0.60, 249.90, 17.12, 0
260, 99142, 0.25, 127.10, 17.12, 0
261, 99126, 0.45, 188.40, 17.12, 0
262, 99110, 0.70, 205.10, 17.22, 0
264, 99095, 0.65, 226.40, 17.12, 0
265, 99080, 0.75, 211.20, 17.12, 0
266, 99066, 0.10, 221.10, 17.12, 0
268, 99046, 0.25, 262.20, 17.12, 0
269, 99029, 0.45, 218.90, 17.02, 0
271, 99012, 0.25, 270.70, 17.12, 0
272, 98998, 0.35, 262.80, 17.02, 0
273, 98983, 0.35, 90.50, 17.02, 0
274, 98968, 0.20, 219.20, 17.02, 0
277, 98936, 0.80, 161.50, 17.02, 0
279, 98910, 0.10, 191.20, 17.02, 0
281, 98884, 0.75, 233.40, 17.02, 0
282, 98873, 0.90, 211.10, 16.92, 0
284, 98856, 0.90, 41.00, 16.92, 0
285, 98840, 0.85, 196.00, 17.02, 0
287, 98820, 1.30, 227.70, 16.92, 0
289, 98800, 0.60, 218.30, 16.92, 0
290, 98780, 0.85, 209.50, 16.92, 0
293, 98750, 1.00, 214.80, 16.92, 0
294, 98736, 1.65, 246.80, 16.82, 0
294, 98731, 0.55, 257.00, 16.82, 0
295, 98727, 0.55, 264.80, 16.82, 0
295, 98724, 0.70, 219.00, 16.82, 0
295, 98719, 0.60, 237.50, 16.82, 0
296, 98714, 0.80, 249.30, 16.82, 0
296, 98710, 0.55, 199.30, 16.82, 0
298, 98690, 0.65, 229.90, 16.82, 0
300, 98671, 0.65, 211.40, 16.82, 0
301, 98652, 0.35, 197.90, 16.82, 0
302, 98647, 0.65, 251.10, 16.82, 0
302, 98642, 0.65, 230.40, 16.72, 0
302, 98638, 0.90, 239.10, 16.72, 0
305, 98611, 1.10, 213.50, 16.62, 0
307, 98585, 1.25, 189.40, 16.72, 0
309, 98560, 1.20, 205.30, 16.62, 0
310, 98545, 0.95, 185.90, 16.72, 0
312, 98528, 0.85, 205.90, 16.62, 0
313, 98512, 0.45, 252.90, 16.62, 0
314, 98497, 0.75, 248.20, 16.62, 0
316, 98482, 0.90, 214.00, 16.62, 0
317, 98468, 0.60, 166.40, 16.62, 0
323, 98397, 0.60, 220.50, 16.51, 0
324, 98378, 1.00, 184.90, 16.51, 0
326, 98360, 1.40, 204.90, 16.51, 0
328, 98336, 0.75, 175.50, 16.51, 0
330, 98313, 0.25, 215.10, 16.51, 0
332, 98290, 0.50, 229.80, 16.51, 0
332, 98284, 0.45, 164.80, 16.51, 0
333, 98279, 0.95, 211.20, 16.41, 0
333, 98274, 0.85, 204.70, 16.41, 0
335, 98256, 0.60, 191.50, 16.41, 0
336, 98239, 1.10, 207.50, 16.41, 0
338, 98222, 0.90, 157.50, 16.41, 0
340, 98195, 0.95, 193.30, 16.41, 0
342, 98168, 1.15, 203.60, 16.41, 0
345, 98142, 0.45, 171.60, 16.41, 0
345, 98136, 0.60, 213.20, 16.41, 0
345, 98131, 0.75, 178.30, 16.31, 0
346, 98126, 0.75, 181.20, 16.31, 0
349, 98089, 1.15, 184.50, 16.41, 0
351, 98060, 0.85, 147.90, 16.41, 0
354, 98032, 1.00, 235.30, 16.31, 0
356, 98002, 0.85, 41.00, 16.31, 0
359, 97971, 0.95, 254.30, 16.21, 0
362, 97940, 0.75, 219.10, 16.21, 0
363, 97931, 0.75, 175.20, 16.11, 0
364, 97920, 1.05, 133.60, 16.11, 0
364, 97912, 0.40, 172.80, 16.11, 0
365, 97904, 0.80, 188.20, 16.11, 0
366, 97896, 1.20, 209.20, 16.11, 0
367, 97884, 0.60, 233.10, 16.11, 0
367, 97873, 0.40, 186.00, 16.21, 0
368, 97862, 0.45, 217.80, 16.11, 0
370, 97845, 0.40, 185.30, 16.11, 0
371, 97830, 0.60, 195.20, 16.11, 0
372, 97816, 0.30, 209.10, 16.11, 0
373, 97808, 0.85, 217.20, 16.11, 0
374, 97799, 1.00, 239.70, 16.01, 0
375, 97790, 1.05, 208.00, 16.01, 0
377, 97760, 1.05, 195.50, 16.11, 0
378, 97746, 0.95, 146.10, 16.01, 0
380, 97732, 0.05, 225.20, 16.01, 0
381, 97719, 0.30, 79.40, 16.11, 0
382, 97706, 0.10, 4.50, 16.01, 0
382, 97698, 0.45, 348.80, 15.91, 0
383, 97691, 0.50, 43.40, 16.01, 0
384, 97684, 0.30, 103.10, 15.91, 0
385, 97666, 0.40, 117.70, 15.91, 0
387, 97649, 0.70, 118.90, 15.91, 0
388, 97632, 0.20, 293.60, 16.01, 0
388, 97629, 0.15, 148.70, 16.01, 0
388, 97627, 0.40, 118.60, 16.01, 0
389, 97626, 0.10, 114.80, 15.91, 0
390, 97615, 0.55, 85.80, 15.81, 0
391, 97603, 0.40, 22.60, 15.81, 0
392, 97592, 0.60, 113.90, 15.71, 0
392, 97581, 0.70, 107.10, 15.71, 0
393, 97570, 0.25, 99.50, 15.71, 0
394, 97560, 0.45, 108.40, 15.61, 0
396, 97540, 0.30, 357.40, 15.71, 0
398, 97521, 0.30, 285.50, 15.81, 0
399, 97502, 0.70, 1.00, 15.81, 0
400, 97496, 0.10, 332.40, 15.81, 0
400, 97491, 0.25, 313.70, 15.81, 0
401, 97486, 0.60, 38.90, 15.81, 0
402, 97466, 0.40, 59.50, 15.81, 0
404, 97447, 0.45, 350.40, 15.81, 0
406, 97428, 0.35, 34.80, 15.71, 0
407, 97415, 0.25, 133.60, 15.71, 0
408, 97402, 0.45, 40.70, 15.81, 0
409, 97390, 0.55, 29.20, 15.81, 0
411, 97364, 0.55, 344.80, 15.71, 0
412, 97352, 0.35, 292.30, 15.71, 0
413, 97344, 0.20, 18.80, 15.61, 0
413, 97337, 0.10, 221.10, 15.61, 0
414, 97330, 0.10, 243.60, 15.61, 0
415, 97314, 0.60, 16.00, 15.61, 0
416, 97301, 0.45, 314.20, 15.71, 0
418, 97288, 0.55, 305.00, 15.71, 0
418, 97282, 0.60, 295.20, 15.71, 0
419, 97275, 0.60, 41.00, 15.61, 0
419, 97268, 0.10, 143.00, 15.61, 0
421, 97254, 0.25, 280.20, 15.61, 0
422, 97240, 0.80, 257.00, 15.61, 0
423, 97226, 0.45, 265.20, 15.51, 0
424, 97213, 0.90, 267.80, 15.51, 0
425, 97200, 1.40, 304.60, 15.51, 0
426, 97188, 1.10, 297.80, 15.51, 0
428, 97170, 1.15, 248.60, 15.51, 0
429, 97153, 0.85, 334.20, 15.51, 0
431, 97136, 0.60, 297.80, 15.51, 0
433, 97105, 0.60, 307.80, 15.51, 0
436, 97073, 0.85, 307.20, 15.51, 0
439, 97042, 1.20, 263.20, 15.51, 0
440, 97029, 0.90, 292.40, 15.42, 0
441, 97016, 0.05, 303.60, 15.32, 0
443, 96996, 0.50, 300.90, 15.42, 0
444, 96977, 1.30, 261.30, 15.42, 0
446, 96958, 1.25, 289.80, 15.42, 0
449, 96928, 1.20, 282.80, 15.32, 0
451, 96898, 0.90, 305.70, 15.32, 0
454, 96868, 1.70, 280.50, 15.32, 0
454, 96864, 1.20, 250.80, 15.32, 0
454, 96861, 1.20, 273.50, 15.32, 0
455, 96858, 1.50, 265.60, 15.32, 0
456, 96839, 0.70, 292.00, 15.32, 0
458, 96820, 1.55, 278.40, 15.32, 0
459, 96802, 1.45, 286.90, 15.22, 0
461, 96779, 1.15, 257.70, 15.22, 0
463, 96757, 1.40, 249.40, 15.22, 0
465, 96736, 1.20, 256.00, 15.22, 0
467, 96716, 1.50, 244.80, 15.22, 0
468, 96699, 1.85, 234.00, 15.12, 0
470, 96682, 1.25, 261.50, 15.12, 0
472, 96657, 1.70, 251.60, 15.12, 0
474, 96628, 1.90, 257.70, 15.02, 0
477, 96600, 1.35, 255.10, 15.12, 0
479, 96577, 2.00, 239.90, 15.12, 0
481, 96554, 1.80, 227.90, 15.02, 0
483, 96532, 1.70, 220.80, 15.02, 0
485, 96505, 1.95, 238.10, 15.02, 0
487, 96478, 2.40, 239.70, 15.02, 0
490, 96452, 2.80, 239.90, 15.02, 0
493, 96419, 1.80, 230.70, 14.92, 0
495, 96386, 1.30, 238.50, 14.92, 0
498, 96354, 2.05, 223.30, 14.82, 0
501, 96321, 2.20, 209.30, 14.82, 0
504, 96288, 1.85, 212.20, 14.82, 0
507, 96256, 2.35, 208.80, 14.82, 0
507, 96247, 1.90, 214.90, 14.72, 0
508, 96240, 2.00, 229.20, 14.82, 0
509, 96234, 1.80, 234.10, 14.92, 0
511, 96207, 1.85, 233.50, 14.63, 0
514, 96174, 1.45, 238.90, 14.63, 0
517, 96142, 1.70, 259.00, 14.72, 0
519, 96118, 2.05, 228.00, 14.72, 0
521, 96094, 1.85, 240.40, 14.72, 0
523, 96070, 2.25, 222.60, 14.63, 0
525, 96048, 2.50, 210.70, 14.63, 0
527, 96027, 1.45, 222.30, 14.63, 0
528, 96006, 1.30, 207.10, 14.63, 0
528, 96005, 1.35, 196.40, 14.63, 0
528, 96004, 1.25, 179.20, 14.53, 0
529, 96004, 0.45, 194.30, 14.63, 0
530, 95986, 1.40, 244.70, 14.63, 0
531, 95970, 2.10, 243.60, 14.63, 0
533, 95954, 1.40, 219.60, 14.63, 0
534, 95941, 2.05, 257.80, 14.63, 0
535, 95928, 2.00, 231.40, 14.63, 0
536, 95916, 1.75, 259.00, 14.63, 0
536, 95914, 1.80, 234.90, 14.53, 0
536, 95913, 1.50, 232.40, 14.53, 0
537, 95912, 2.55, 244.50, 14.53, 0
537, 95905, 1.80, 221.30, 14.53, 0
538, 95899, 2.20, 249.60, 14.43, 0
538, 95894, 2.55, 218.10, 14.33, 0
539, 95881, 1.75, 233.30, 14.23, 0
540, 95868, 2.00, 242.90, 14.33, 0
541, 95856, 1.50, 201.80, 14.53, 0
543, 95841, 1.80, 235.60, 14.53, 0
544, 95826, 2.10, 243.10, 14.43, 0
545, 95812, 1.25, 235.60, 14.43, 0
547, 95796, 1.50, 235.60, 14.43, 0
548, 95781, 1.50, 212.10, 14.43, 0
549, 95766, 1.60, 237.10, 14.43, 0
550, 95760, 1.95, 224.60, 14.43, 0
550, 95755, 0.95, 209.40, 14.33, 0
551, 95750, 1.85, 230.00, 14.33, 0
552, 95735, 1.80, 220.10, 14.33, 0
553, 95722, 1.55, 250.20, 14.33, 0
554, 95710, 2.35, 225.20, 14.33, 0
555, 95699, 1.40, 238.70, 14.33, 0
556, 95687, 1.45, 235.90, 14.33, 0
557, 95676, 1.30, 200.80, 14.33, 0
559, 95656, 1.45, 231.60, 14.23, 0
560, 95637, 1.50, 260.30, 14.23, 0
562, 95618, 1.30, 240.60, 14.33, 0
564, 95594, 1.75, 236.30, 14.33, 0
566, 95571, 1.60, 264.60, 14.23, 0
568, 95548, 2.30, 262.70, 14.33, 0
568, 95546, 1.70, 252.20, 14.23, 0
568, 95545, 0.95, 268.00, 14.23, 0
569, 95544, 1.75, 258.40, 14.14, 0
571, 95515, 1.25, 266.90, 14.14, 0
574, 95486, 1.85, 254.30, 14.14, 0
576, 95458, 2.40, 250.80, 14.14, 0
576, 95454, 1.75, 273.70, 14.14, 0
577, 95451, 2.25, 264.40, 14.14, 0
577, 95448, 1.65, 244.70, 14.14, 0
578, 95434, 1.00, 266.60, 14.14, 0
579, 95420, 1.20, 252.20, 14.04, 0
581, 95406, 0.70, 229.90, 14.04, 0
589, 95313, 1.65, 244.00, 14.04, 0
591, 95289, 1.55, 276.30, 14.04, 0
593, 95266, 1.60, 223.90, 14.04, 0
593, 95258, 1.00, 206.00, 13.94, 0
594, 95248, 1.35, 254.10, 13.94, 0
596, 95233, 0.60, 220.50, 14.04, 0
597, 95219, 1.15, 221.60, 13.94, 0
598, 95206, 1.10, 260.50, 13.94, 0
599, 95198, 0.50, 213.30, 13.85, 0
599, 95191, 0.75, 222.70, 13.85, 0
600, 95184, 0.90, 232.60, 13.94, 0
601, 95174, 0.85, 234.80, 14.04, 0
601, 95170, 0.60, 218.10, 14.04, 0
602, 95157, 0.75, 244.40, 13.94, 0
603, 95145, 0.95, 267.80, 14.04, 0
604, 95134, 1.40, 236.10, 14.04, 0
605, 95132, 1.25, 260.70, 13.94, 0
605, 95128, 1.40, 237.60, 14.04, 0
605, 95124, 0.80, 263.50, 14.04, 0
607, 95105, 0.85, 245.60, 14.04, 0
608, 95086, 1.30, 217.20, 14.04, 0
610, 95068, 1.40, 221.10, 14.04, 0
612, 95050, 0.80, 243.90, 13.94, 0
614, 95026, 0.90, 228.30, 13.94, 0
615, 95015, 1.35, 201.10, 13.85, 0
616, 95004, 1.25, 217.80, 13.85, 0
617, 94994, 1.65, 258.40, 13.75, 0
618, 94979, 1.10, 239.50, 13.75, 0
620, 94958, 1.85, 255.70, 13.75, 0
621, 94938, 1.45, 273.00, 13.75, 0
622, 94937, 1.75, 271.50, 13.75, 0
622, 94936, 1.15, 253.00, 13.65, 0
622, 94936, 1.60, 254.20, 13.75, 0
624, 94913, 2.00, 264.80, 13.75, 0
626, 94890, 1.65, 258.90, 13.75, 0
628, 94868, 1.90, 264.30, 13.75, 0
628, 94861, 1.20, 230.40, 13.65, 0
629, 94854, 1.25, 255.20, 13.65, 0
629, 94848, 1.55, 275.60, 13.75, 0
632, 94823, 1.25, 268.00, 13.85, 0
634, 94798, 2.05, 267.10, 13.65, 0
636, 94774, 1.60, 286.40, 13.75, 0
637, 94756, 2.20, 277.00, 13.75, 0
639, 94740, 1.90, 285.20, 13.75, 0
640, 94724, 1.40, 271.40, 13.75, 0
641, 94710, 2.40, 270.10, 13.75, 0
643, 94696, 1.65, 275.40, 13.75, 0
644, 94682, 2.00, 288.30, 13.75, 0
645, 94673, 2.05, 286.80, 13.75, 0
645, 94664, 1.35, 267.10, 13.75, 0
646, 94656, 2.40, 280.00, 13.55, 0
648, 94633, 2.50, 289.80, 13.55, 0
650, 94609, 1.75, 278.40, 13.36, 0
652, 94586, 2.15, 298.40, 13.46, 0
654, 94565, 1.95, 273.20, 13.55, 0
656, 94545, 2.75, 283.30, 13.36, 0
658, 94526, 2.35, 302.70, 13.46, 0
659, 94511, 2.30, 291.50, 13.55, 0
660, 94496, 2.85, 303.30, 13.55, 0
662, 94482, 2.05, 281.10, 13.46, 0
664, 94459, 2.50, 281.20, 13.46, 0
666, 94436, 2.55, 302.10, 13.55, 0
668, 94414, 2.55, 297.80, 13.46, 0
669, 94396, 2.60, 299.10, 13.46, 0
671, 94379, 2.00, 283.00, 13.36, 0
672, 94362, 2.75, 302.20, 13.26, 0
674, 94339, 3.00, 301.00, 13.26, 0
676, 94316, 2.60, 302.40, 13.36, 0
678, 94294, 3.30, 314.10, 13.46, 0
680, 94273, 2.30, 303.10, 13.26, 0
682, 94253, 2.60, 320.50, 13.26, 0
683, 94234, 3.40, 323.20, 13.26, 0
685, 94219, 2.40, 310.20, 13.26, 0
686, 94204, 2.75, 304.20, 13.17, 0
687, 94190, 2.45, 315.90, 13.17, 0
687, 94187, 1.95, 318.50, 13.07, 0
688, 94184, 2.70, 322.00, 13.07, 0
688, 94182, 2.90, 311.20, 13.07, 0
689, 94173, 2.35, 319.10, 13.07, 0
689, 94164, 2.20, 329.10, 12.98, 0
690, 94156, 2.15, 314.00, 13.07, 0
695, 94099, 2.30, 325.50, 12.98, 0
696, 94085, 2.20, 318.60, 13.07, 0
698, 94069, 2.35, 312.30, 13.17, 0
699, 94054, 2.35, 315.90, 13.07, 0
700, 94046, 2.60, 320.40, 13.07, 0
701, 94039, 2.40, 322.40, 13.07, 0
701, 94032, 2.35, 324.30, 13.07, 0
702, 94017, 3.10, 316.60, 12.98, 0
704, 94002, 2.75, 312.60, 13.07, 0
705, 93988, 2.25, 317.10, 13.07, 0
706, 93973, 3.05, 307.80, 13.07, 0
708, 93959, 3.00, 324.40, 12.98, 0
709, 93946, 2.75, 327.80, 12.98, 0
709, 93938, 2.40, 325.90, 12.88, 0
710, 93931, 2.45, 332.50, 12.88, 0
711, 93924, 3.05, 323.00, 12.98, 0
712, 93911, 3.25, 318.50, 12.88, 0
713, 93898, 3.50, 323.60, 12.88, 0
714, 93886, 3.15, 333.00, 12.88, 0
716, 93859, 3.25, 336.00, 12.88, 0
719, 93833, 3.80, 332.80, 12.88, 0
721, 93808, 3.15, 326.70, 12.88, 0
721, 93805, 3.30, 331.10, 12.98, 0
722, 93794, 3.95, 326.00, 12.98, 0
723, 93780, 3.80, 317.50, 12.98, 0
725, 93767, 3.65, 320.70, 12.98, 0
726, 93754, 4.35, 324.90, 13.07, 0
727, 93739, 3.70, 325.50, 13.07, 0
728, 93724, 4.25, 323.40, 13.17, 0
730, 93710, 3.70, 311.90, 13.17, 0
730, 93700, 3.85, 318.60, 13.26, 0
731, 93691, 4.45, 318.80, 13.26, 0
732, 93682, 3.20, 317.70, 13.26, 0
732, 93678, 4.20, 322.40, 13.26, 0
733, 93674, 4.25, 319.00, 13.26, 0
733, 93670, 3.70, 314.50, 13.17, 0
736, 93643, 4.65, 313.00, 13.26, 0
738, 93616, 3.85, 314.30, 13.36, 0
740, 93590, 3.90, 312.90, 13.36, 0
741, 93580, 4.55, 316.30, 13.36, 0
742, 93571, 3.95, 317.00, 13.36, 0
743, 93562, 4.45, 311.10, 13.36, 0
743, 93558, 3.80, 314.00, 13.36, 0
744, 93550, 4.10, 302.70, 13.36, 0
745, 93542, 4.50, 313.20, 13.36, 0
745, 93534, 4.45, 316.30, 13.36, 0
747, 93519, 4.40, 312.90, 13.36, 0
748, 93504, 4.45, 320.50, 13.46, 0
749, 93490, 4.85, 311.20, 13.46, 0
753, 93446, 4.70, 41.00, 13.46, 0
755, 93424, 4.45, 307.60, 13.36, 0
757, 93403, 5.50, 318.30, 13.46, 0
759, 93381, 5.10, 308.30, 13.36, 0
761, 93360, 4.90, 323.40, 13.46, 0
761, 93352, 5.40, 302.20, 13.55, 0
762, 93342, 5.20, 321.20, 13.55, 0
763, 93332, 4.95, 311.30, 13.55, 0
764, 93327, 4.95, 312.50, 13.55, 0
764, 93322, 5.40, 324.70, 13.55, 0
764, 93318, 5.20, 308.50, 13.65, 0
766, 93301, 5.00, 312.50, 13.65, 0
767, 93285, 5.05, 315.10, 13.75, 0
769, 93270, 4.90, 304.60, 13.75, 0
769, 93263, 4.75, 311.60, 13.75, 0
770, 93256, 5.25, 315.70, 13.75, 0
770, 93250, 4.90, 309.50, 13.75, 0
771, 93248, 5.45, 317.20, 13.65, 0
771, 93246, 5.20, 302.20, 13.65, 0
771, 93244, 4.90, 308.00, 13.65, 0
773, 93223, 5.00, 317.30, 13.75, 0
775, 93201, 5.60, 312.60, 13.75, 0
777, 93180, 5.95, 315.50, 13.75, 0
778, 93164, 6.05, 318.40, 13.85, 0
779, 93149, 5.50, 318.10, 13.94, 0
781, 93134, 5.60, 317.60, 13.94, 0
781, 93133, 6.05, 316.80, 13.94, 0
781, 93132, 5.50, 313.90, 13.94, 0
781, 93132, 6.35, 327.70, 14.04, 0
781, 93126, 6.45, 314.90, 14.04, 0
782, 93119, 5.55, 313.90, 14.04, 0
783, 93113, 6.10, 320.50, 14.04, 0
783, 93108, 6.40, 314.10, 14.04, 0
